rat_round,rat,r_cnt,price,price_$,dist_mi,dist_km,time_min,time_sec,name,id,score,rank
3.5,3.5,412,20,$$,7.3,11.699,24,1420,French #112,Rest_112,0,NA
3.5,3.4,83,10,$,6.9,11.122,22,1332,French #113,Rest_113,0,NA
4,3.9,131,20,$$,14.7,23.657,27,1624,French #114,Rest_114,0,NA
4.5,4.3,101,20,$$,8.3,13.401,21,1235,French #115,Rest_115,0,NA
4,4.1,132,20,$$,8.3,13.323,20,1199,French #116,Rest_116,0,NA
3.5,3.6,1236,45,$$$,6.5,10.532,16,973,French #117,Rest_117,0,NA
4.5,4.6,91,20,$$,4.8,7.683,15,887,French #118,Rest_118,0,NA
5,4.8,8,10,$,5.8,9.274,16,964,French #119,Rest_119,0,NA
4,4,195,20,$$,5.7,9.146,19,1144,French #120,Rest_120,0,NA
3.5,3.7,199,20,$$,5.9,9.52,19,1162,French #121,Rest_121,0,NA
3.5,3.5,248,20,$$,7,11.211,19,1151,French #122,Rest_122,0,NA
4,4.2,132,20,$$,7.6,12.213,22,1315,French #123,Rest_123,0,NA
4,4,62,20,$$,9.4,15.202,22,1324,French #124,Rest_124,0,NA
4.5,4.6,81,20,$$,17.9,28.842,32,1898,French #125,Rest_125,0,NA
4.5,4.4,95,20,$$,17.8,28.637,31,1882,French #126,Rest_126,0,NA
4,4,244,20,$$,17.9,28.868,32,1908,French #127,Rest_127,0,NA
4,4,590,45,$$$,2.3,3.725,14,829,French #128,Rest_128,0,NA
3.5,3.4,350,20,$$,2.3,3.622,13,792,French #129,Rest_129,0,NA
4,4,125,45,$$$,4.1,6.606,12,737,French #130,Rest_130,0,NA
4,3.8,223,20,$$,3.5,5.62,10,625,French #131,Rest_131,0,NA
4,3.9,315,20,$$,4.1,6.555,12,731,French #132,Rest_132,0,NA
3.5,3.6,154,20,$$,2.6,4.108,12,708,French #133,Rest_133,0,NA
4.5,4.5,54,80,$$$$,4.5,7.233,13,804,French #134,Rest_134,0,NA
4,3.8,189,20,$$,4.5,7.273,14,845,French #135,Rest_135,0,NA
3,3.2,248,20,$$,4.5,7.287,14,847,French #136,Rest_136,0,NA
4.5,4.5,162,20,$$,4.9,7.833,16,972,French #137,Rest_137,0,NA
4,4,144,20,$$,4.8,7.794,17,1018,French #138,Rest_138,0,NA
4,4,163,20,$$,4.8,7.753,16,936,French #139,Rest_139,0,NA
3.5,3.7,497,20,$$,4.8,7.761,16,937,French #140,Rest_140,0,NA
3.5,3.5,88,10,$,4.8,7.676,16,943,French #141,Rest_141,0,NA
5,4.9,43,20,$$,7.5,12.063,20,1196,French #142,Rest_142,0,NA
4,4.2,264,20,$$,7.4,11.986,21,1243,French #143,Rest_143,0,NA
4,4.2,443,45,$$$,7.6,12.18,20,1205,French #144,Rest_144,0,NA
4,4.2,292,20,$$,7.6,12.202,20,1186,French #145,Rest_145,0,NA
4,3.8,150,20,$$,7.2,11.578,20,1211,French #146,Rest_146,0,NA
4,4.2,126,20,$$,8.6,13.914,21,1261,French #147,Rest_147,0,NA
3.5,3.7,475,20,$$,8.2,13.169,18,1057,French #148,Rest_148,0,NA
3.5,3.6,225,20,$$,8.7,13.961,21,1253,French #149,Rest_149,0,NA
4,4,79,20,$$,9.6,15.436,20,1228,French #150,Rest_150,0,NA
3.5,3.6,77,20,$$,9.6,15.482,21,1234,French #151,Rest_151,0,NA
3.5,3.5,50,20,$$,14.2,22.904,27,1601,French #152,Rest_152,0,NA
4.5,4.7,21,20,$$,11.7,18.893,23,1393,French #153,Rest_153,0,NA
4.5,4.3,41,20,$$,11.4,18.297,22,1313,French #154,Rest_154,0,NA
4,3.9,34,20,$$,11.5,18.459,22,1328,French #155,Rest_155,0,NA
4.5,4.3,171,20,$$,11.7,18.881,23,1392,French #156,Rest_156,0,NA
4,3.9,164,20,$$,11.8,18.92,23,1396,French #157,Rest_157,0,NA
4,3.9,52,20,$$,11.6,18.628,23,1352,French #158,Rest_158,0,NA
4.5,4.6,14,20,$$,11.6,18.677,23,1357,French #159,Rest_159,0,NA
3,2.9,95,20,$$,11.7,18.894,23,1393,French #160,Rest_160,0,NA
4.5,4.4,129,20,$$,11.4,18.292,22,1298,French #161,Rest_161,0,NA
4,3.8,318,20,$$,6.3,10.101,15,907,French #162,Rest_162,0,NA
4.5,4.4,181,20,$$,4.3,6.844,14,828,French #163,Rest_163,0,NA
3.5,3.4,218,10,$,1.2,1.942,9,517,French #164,Rest_164,0,NA
4.5,4.4,97,45,$$$,1.3,2.086,9,566,French #165,Rest_165,0,NA
4.5,4.4,716,20,$$,1.6,2.546,10,629,French #166,Rest_166,0,NA
4.5,4.3,68,20,$$,1.5,2.402,10,605,French #167,Rest_167,0,NA
4.5,4.3,287,20,$$,1.5,2.405,10,618,French #168,Rest_168,0,NA
4.5,4.4,72,20,$$,2.2,3.6,13,775,French #169,Rest_169,0,NA
4.5,4.3,1010,20,$$,2.2,3.509,12,718,French #170,Rest_170,0,NA
4.5,4.3,741,20,$$,1.6,2.646,12,697,French #171,Rest_171,0,NA
4,4.1,129,20,$$,2,3.284,12,738,French #172,Rest_172,0,NA
4,4.1,601,20,$$,1.4,2.262,10,570,French #173,Rest_173,0,NA
4,4.1,743,45,$$$,1.6,2.546,10,629,French #174,Rest_174,0,NA
4,4.1,1673,45,$$$,1.3,2.037,8,500,French #175,Rest_175,0,NA
4,4.1,39,20,$$,1.6,2.608,10,602,French #176,Rest_176,0,NA
4,4.1,54,20,$$,1.6,2.604,11,648,French #177,Rest_177,0,NA
4,3.9,933,20,$$,2.2,3.565,13,780,French #178,Rest_178,0,NA
4,4,468,20,$$,1.6,2.598,12,692,French #179,Rest_179,0,NA
4,3.9,1243,45,$$$,1.7,2.778,11,644,French #180,Rest_180,0,NA
4,3.9,137,20,$$,2,3.261,12,746,French #181,Rest_181,0,NA
4.5,4.3,278,20,$$,2.8,4.577,11,631,French #182,Rest_182,0,NA
